Target exchange,SHA256,App name,Package name,VirusTotal positives,Malware type,Malware family,Family
Coinmama,cbaaf0a12e1700d4a5113b1a4204f487354825307fe403b0621818c390016e66,Coinmama,com.thunkable.android.avenue_mitm.Coinmama,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Coinmama,1161fb4befc00ef5abf4c49734d75827f410f3bc36c2f575b3fa4e2c3a2643ae,Coinmama,com.thunkable.android.avenue_mitm.Coinmama,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Coinmama,b6ead8c7469ea7e2fa1db8720296c54bf2e2c8c54aa004a23a75ab69187b9f71,Coinmama,com.Coinmama.Exchange,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,bc529a0cf7afa8d0397a62795ee61b93f6cab03135d7ac91e9e57e8e6efb11a1,Cryptopia Exchange,com.thunkable.android.avenue_mitm.Cryptopia_Exchange,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,1def00ec25474cfa2a818dc9edbb38197e8f6514d03242da0da73166ef7600e1,Cryptopia,com.nisha_dhawal4u.Cryptopia,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,0fb3ac00b24e754d6be806c24b9f68b764083e96c4aff37e20a2bc4229d69eee,CRYPTOPIA LIVE,com.itechnology0132.CRYPTOPIA_LIVE,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,163467a37b7845396ed44a7907eedb205b13fe2a7c61b8ee423458deb1ed7a2d,Cryptopia,com.thunkable.android.officialapp4618.Cryptopia,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,2301a540bd155df43aebf86253493cc754c6c3093796b4cc503cc50e9ad1c539,Cryptopia,com.shubhamoypaul16.Cryptopia_Final,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,75feb0d5ee88afad980a3a6cc6d6d7b7d507cd6f9b2537cdfc437d87ed835074,Cryptopia Exchange,com.thunkable.android.avenue_mitm.Cryptopia_Exchange,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,d3e0016d70fbecdb594d0267141886f8187f81bd5be595bf85486f0b3f6e38eb,Cryptopia Exchange,com.thunkable.android.avenue_mitm.Cryptopia_Exchange,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Cryptopia,841fc879ff34e6dde3ae4b2cc0bd011ca645eebad1d3ba1021866569de77f6c8,CRYPTOPIA,com.thunkable.android.santoshmehta364.CRYPTOPIA,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Etoro,53280ab27ec81b064972430fbc70b7a316b2761bb95a5c0c2eb9902a61f5b399,Etoro Bonus,com.appybuilder.amal_zaki_meka212.EtoroBonus,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Etoro,c06fec002a3303d8b2f2d84e3418b16ac4d4fd314d9037c6aa8ab6738c725b7e,Etoro,com.spr6020.Etoro,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,14ef74124b069ac2d818d3d4a18f5f6691553572901f825ba064c794352e7357,My HitBTC,com.thunkable.android.lordp_webmaster.My_HitBTC,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,d563d5aba3ae66e54f5cb0e40378d4850bef7d20cd2925c586d19688d716165d,HitBTC,com.thunkable.android.avenue_mitm.HitBTC,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,7c9008b83021df00a8feb9481153c802d951d2b6b0c1238c75452ebaa6aca2b0,HitBTC,com.thunkable.android.officialapp4618.HitBTC,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,8b6dc7f4304adef0c0c5a300e1fffc3a411409482dff3efb01aca26584818982,My HitBTC,com.thunkable.android.lordp_webmaster.My_HitBTC,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,53d2fcfbabe3a29cfa94d08ab4dbeb5262469ecbd4f598c8a0babefad4edb78a,My HitBTC,com.thunkable.android.lordp_webmaster.My_HitBTC,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,3ac8e3f0e99346c63e59f2b6d6ffefedc658cfc6097f1d23062cc4f5726fa118,My HitBTC,com.thunkable.android.lordp_webmaster.My_HitBTC,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
HitBTC,70282796356556d8c274c5a1b81240cedaea4bdf55c379fd543f36aaa8556350,HitBTC,com.thunkable.android.avenue_mitm.HitBTC,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Kraken,d5a094a77c50f14ed80c3b57603ea6e5c7fb5a6d2dc599d064745515aeae7f92,kraken,com.thunkable.android.officialapp4618.kraken,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,3d986bd4bc5142af2135d1a3ba5a9f17aa58f42d7c76480863e319ae72bcb772,KuCoin Exchange,com.Kucoin.Ex,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,77cce292ed3515f201ce942ad266cc9acfb2f698a066f86f054241a52ede4b9f,KuCoin Exchange,com.Kucoin.crypto,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,26dff37c8c557ef44930cf7b21a55508ca44fe23a7e227ed1eea5648d310ed3f,KuCoin,com.abhijat_ece.KuCoin,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,7ae544c6e6ff6c3d1476d0e2ee0011f1f453a0fceab24024e49e41527c83deb3,KuCoin Exchange,com.Kucoin.crypto,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,86b04d87c953f49c08e1475e4eb8aa3fdd2f3e193de5ab88e35fe0dc5eba50dc,KuCoin Exchange,com.Kucoin.crypto,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,60d707140e20b0804843d52aefe7051d7553bee42a0a13008a74c386fc2dd373,KuCoin Exchange,com.Kucoin.Exchange,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,a4886256a8aa7f1a541d145b9a75046ffd703beac6a5a7a31d637676bc2d0bc5,KuCoin Exchange,com.Kushare.Exchange,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
KuCoin,3311f177ae3f677214122f3a6dc5cb3ba1167e7331d210a52a2c3e1d42b9c3c1,KuCoin,com.urstrulymizanur.KuCoin,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,5e3d2f21bc78fc6c74bfe9195aab190955433f037bd0af4a5859e92a019ea6a6,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,e6ec38b22fb2255753c54617a3af30ced618c549de22b012740c8ae115b5c56c,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,6a46749fa45a5fb75fbc0c1eac504404faa4b62639d3a75200f606ebe4945eaf,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,1a4e6c0ac2d1a980882e5e68b4449a9ea2f207cfba47a5d112a0b90d40197bd6,Localbitcoins,appinventor.ai_luckmore66.Localbitcoins,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,e2b74f3c4e71abac87e0d1fd2149c41581d818e0488e8a42d95f06d5337ce46e,LocalBitcoins,com.appybuilder.tamer_george_net.BitcoinLocalMarket,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,595680968991d8b63287c07ab1041362246bfe668b22eeb48516a661fe9e8440,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,aa23bb2110075af89005adf1c56544bf78dc3d05cce52215b83b20585597dac2,LocalBitcoins,com.thunkable.android.umerfarooq821.localbiitt,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196,LocalBitcoins,com.appybuilder.tamer_george_net.BitcoinLocalMarket,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,b6dff16cc7ba2a7e76edac2ed8c9806560b62327663621db1bad468859202bf6,LocalBitcoins,com.appybuilder.tamer_george_net.LocalBitcoins,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,29100039d800db18d3389fd02342a6bf4123c81253c52832e8c90a087aa58e6f,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,2,gray,genbl,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,8a72b84b6e1308bc370ce2e71057329df4bd5f0baf3887f8fdefc46dac8f29f8,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,0,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,cb2fa9c2c2b7f3facd466dff4405b72323e60ba45e022a0f82a8988c421b2e42,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,0d06ec054d569ad05052a9f706ec842d2cf6c2b57a8e8d9bd4cf0d2ff4c5927e,LocalBitcoins,com.appybuilder.tamer_george_net.BitcoinLocalMarket,2,  ,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
LocalBitcoins,41044bedb61147e0603f331688a84bcdfa3511768a9de2a37d91591738d5eb7b,LocalBitCoins.com,com.thunkable.android.manirana54.LocalBitCoins,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,81897bdba6a4a004a2148b9f7818126b9f2dd464fac2ffe154823bf8d5bd3eb0,PAXFUL,com.thunkable.android.manirana54.PAXFUL,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,3b35d9c6c363129e9f42f4e9cf8bd354f15d069a675b4f5c7dd96187049fe79a,PAXFUL,com.thunkable.android.elakhal_inc_50.PAXFUL,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,9b1f1c0c6afcdfea507fbf86ca8bf79c20c843fb1a78d2750c74c02ff8f0b36a,PAXFUL,com.thunkable.android.elakhal_inc_50.PAXFUL,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,4ad510b3e9deb70d49e9dbed467c5f3db1002c533e55a6c7e1b1b43c12550f08,PAXFUL,com.thunkable.android.manirana54.PAXFUL,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,917eaa2da17618eb111cc7a4885b5ca06021a5c23a43d3a39cce5ef65fddc70b,PAXFUL,com.thunkable.android.elakhal_inc_50.PAXFUL,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,dc3c02941cea5eef43a4d1e68422621e49944519fd4f35096de8114d97daf0f3,PAXFUL,com.thunkable.android.manirana54.PAXFUL,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Paxful,8f0569717784f4dba025e092f9ee610294091ca1c8c0a8f825a5f1e7d6299c48,PAXFUL,com.thunkable.android.manirana54.PAXFUL,1,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,9f45101c90c92e9277cdebdbe64be4270381f04b146f9d27ead23de336a37472,Poloniex,appinventor.ai_franciscoalvesfilho.Poloniex,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,7b51c9d37bc221daa1db9edbdb01e647af761b35142736cd0437526bef26acc7,Poloniex Exchange,com.thunkable.android.appadmob2.Poloniex,4,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,735b8cf5ec92f1ee1d4a3d1b5405a9f5e41244671b5ed0eaae82aa82e59d99ae,POLONIEX,com.thunkable.android.santoshmehta364.Poloniex_Official,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,a3ba0a6d624596edb1edfd66edb73eae4354fdbe5652f6633efb52b4badd812e,Poloniex,appinventor.ai_luckmore66.Poloniex,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,1dbbda0beab18ec61f3ddfa5b4d9496d8e434c80264b47fbbfd124612f420be3,POLONIEX LIVE,com.itechnology0132.POLONIEX_LIVE,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
Poloniex,87b10fcc3859e6142d7eea3f1e0e72354aae718fba00c6b2b6cdb849829ba2da,Poloniex Exchange,com.PolonixEx.crypto,2,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
xCoins,f6821189d8139b309d81cddde8868c0811a2cb30a9e47942a332b4f9fbc1c62e,xCoins,com.thunkable.android.manirana54.xCoins,3,gray,  ,65fb1ace020dc06c5cdc1a8b792513ea2d368d39a19892ce66bbd355d1efc196
CEX.IO,d4dfba2c0253ffa0b630e8f958ec9267ad73a3bbb0c2bcaaaf8e261795813a29,Cex.io (free) by Daxsoft,nl.daxsoft.cex.io.free,0,  ,  ,626709e5e7d6e2dae6f0c2240e3fa4ab56e8d55fee40d5eea9c2c7aa72e93c61
LocalBitcoins,38bf5c86a75c2bf7a7ac194f8309635627b6f5a52b5e44e6feb0d1d4c8d6a5d3,Localbitcoins,lo.calbitcoins.com.localbitcoins,2,  ,tachi,626709e5e7d6e2dae6f0c2240e3fa4ab56e8d55fee40d5eea9c2c7aa72e93c61
LocalBitcoins,7ac5e9b65164a7806a43cae9ea7639736da05907b7c5a3c4febc6e405945597a,LocalBitcoins App,localbitcoins.androidapps.website.localbitcoinsapp,10,trojan,tachi,626709e5e7d6e2dae6f0c2240e3fa4ab56e8d55fee40d5eea9c2c7aa72e93c61
LocalBitcoins,626709e5e7d6e2dae6f0c2240e3fa4ab56e8d55fee40d5eea9c2c7aa72e93c61,Localbitcoins Exchange,blockchaini.info.localbitcoinsexchange,10,trojan,tachi,626709e5e7d6e2dae6f0c2240e3fa4ab56e8d55fee40d5eea9c2c7aa72e93c61
KuCoin,ab0ccd7e9d88260a108427fc6153c7842e7c06e204ee543183b6d2fbb4b71fe5,KuCoin Shares Coin Live Rate,com.kucoinshares.liverate,0,  ,  ,43b6614b97a944f391a90d230ad1dfc5daea1e1dd177dd0b7c69f435f58fb613
KuCoin,43b6614b97a944f391a90d230ad1dfc5daea1e1dd177dd0b7c69f435f58fb613,Live Rate KuCoin Shares Coin,com.coin.KuCoinShares,0,  ,  ,43b6614b97a944f391a90d230ad1dfc5daea1e1dd177dd0b7c69f435f58fb613
Etoro,17e09847e5106265237572505e70047e835d58c3d197bb06cf9c92755915c5a0,eToro,com.andromo.dev17374.app185435,0,  ,  ,40b348091dbfc9ef275427b6a493fc04e324f0443228cbc7d641ada090b98705
Etoro,40b348091dbfc9ef275427b6a493fc04e324f0443228cbc7d641ada090b98705,Etoro,net.thequickspeack.app,0,  ,  ,40b348091dbfc9ef275427b6a493fc04e324f0443228cbc7d641ada090b98705
CoinExchange,1058897ca625b284e38eea6d56e67a1b8fae6b2d34b50e7de9cef15a2a5cc563,CoinExchange,com.black7software.coinbaseexchange,0,  ,  ,3a5359606353b5bd1a73e59268259c8a801d32b6b56c9365be07218c4675e445
CoinExchange,3a5359606353b5bd1a73e59268259c8a801d32b6b56c9365be07218c4675e445,CoinExchange,com.black7software.coinbaseexchange,0,  ,  ,3a5359606353b5bd1a73e59268259c8a801d32b6b56c9365be07218c4675e445
Kraken,ac32d5e2a59729a2bd74deda0839f99aa555434da29cd2db1243ec07951cd674,Kraken,fi.goodkind.kraken,0,  ,  ,21f4a4d300c91452c9c60c06bd2a205ad118b457e75494b68e979d232f2517bd
Kraken,21f4a4d300c91452c9c60c06bd2a205ad118b457e75494b68e979d232f2517bd,Kraken,fi.goodkind.kraken,1,  ,  ,21f4a4d300c91452c9c60c06bd2a205ad118b457e75494b68e979d232f2517bd
Binance,8a11f4e07284c75c03c100c4136f292c13666faab66fdaf0a862f8e2a7db6cd3,Binance,com.binancembapp,1,repmalware,  ,  
Binance,c22203613cf8f549a8a26c9c1a6b8aaeded216b6ba84dcc0d4a879270093d632,Binance Secured,yps.eton.application,31,trojan,boogr,  
Binance,89edf3c6324fff338bfdeb8c184f8522010efa9ba69f3f24d3ae3906dbb9e255,Cryptocurrency & Bitcoin Exchange with Binance,com.Web.WebWork,0,  ,  ,  
Binance,253bd407d0ff29c5261343da6e3164e992bfbc66b686d82f26cfe57e8da43bb3,Binance,com.binance.det,7,trojan,slocker,  
Binance,533bcd3de3e0773368dd42de7dd40523d91826c04bd75a5ef41942ba4ee65d5a,Binance - CryptoRegister,com.blacksheepapps.binance_cryptoregister,0,  ,  ,  
Bitbay,eef1ada5432a1e682f068bb24de81cde3bd6f14754de41503c5d94d165ab9a70,BitBay - BAY,com.price.cryptodn.bay,0,  ,  ,  
Bitfinex,40068615f8468177a23ab94cfee355cc8ba6a5a1ba20fdffd25f043970952ed9,Bitfinex,com.vogsoft.bitfinex_app_release,0,  ,  ,  
Bithumb,c898722438737766db7cdc68b7bb54eec7ac7a87262356e15b949a1222d67bb9,bithumb,com.yj.bithumb,0,  ,  ,  
Bithumb,6d92e3f0f2bbd659ba5299e59ff93bfebede00b0aaec98fdc02c59b3a8f8a5f0,Bithumb,com.bithumb.kr,23,trojan,smforw,  
BitMEX,bc8e9c8ac640e9ada411fe2aa273f7b5afba23ee38bcf35596bc6a5065440552,BitMEX,io.gonative.android.qpjrlx,0,  ,  ,  
BitMEX,8567ed134701884c1060fa3548342f14f12fe12a4fad83d0dcacfffd7ad2a773,BitMex,com.bitmex.sync,0,  ,  ,  
BitMEX,16908804d03ab8aa543f58deedee110dbca3ec06174f60edcc9d737b9275c27e,vip bitmex signals lifetime,com.wvipbitmexsignalslifetime_7508590,1,  ,  ,  
Bitpanda,04e9692690489b1fa0731e17563c2390c7584a10449c860d1d85d32913f3590c,Bitpanda,www.support.bitpanda,0,  ,  ,  
Bitpanda,4a8f38f99448df6d54dd389b3979731c2f4b8146bc194e95b0dc5d4aa924251e,Bitpanda Viewer,www.bit.panda,24,trojan,hqwar,  
Bittrex,eb40b2952a4ab015d5438dac851181e8618bc1ad541d327331e5823e4bde5643,Bittrex Mobile,com.wBittrexMobile,11,trojan,inmobi,  
Bittrex,97cccdc26e6f7a11320d4de975008ec3fca086328ce625e127a6dec7927e5322,Bittrex,design.website.Bittrex,0,  ,  ,  
CEX.IO,853def3d1597d105a0877d36bcf1a3d29b14cd440b072ca948dc3a9b98968629,Cex.io Client,com.chompapps.io.cex,0,  ,  ,  
CEX.IO,1bbbc36592f834c2bd730149b1078f14891420452aa757982cf87a92ff48d957,Cex.io Viewer,eu.andreadavoli.viewer.cexio,0,  ,  ,  
Coinbase,177764deaf5656bc6b87c6171dc15fb460f30afab527939d9cfea8e3a2027ec8,Coinbase,com.coinbase.android,16,trojan,mobidash,  
Coinbase,33d46440ae6100b9b2d58510de9ed1adc6590fb20973680dbae9243587eb0199,Coinbase,com.coinbase.android,0,  ,  ,  
Coinbase,450adc2eed5eccc7f5bc52525df5e22ec30893aeda3801bd6c6564ebfc7479e3,bitcoin wallet coinbase,com.europeftsemixwio,24,trojan,fakeapp,  
Coinbase,ff1cf30f29b49eb6f0c7f17e6fdddd719cb4e1d2cdea6e6ae9c991eea4fc8682,Coinbase,com.coinbase.android,0,  ,  ,  
Coinbase,fde3de8b54cf1c946ef09d624a07127c76dec446d7018987f3412a8c6d70f279,Coinbase,com.coinbase.androie,1,  ,  ,  
Coinmama,57a0ac8da634fa302e0a21d09af969153a64283548dfe207e8f8674c80924447,Coinmama - Buy Bitcoin Ethereum_,net.coinmama.bitcoin,0,  ,  ,  
Coinone,f0561c1da93d14def898b0d5591fb4197c9e7ba9fd75454f543aff79d75a5582,CoinOne,com.exchange.sex.coinone,0,  ,  ,  
Cryptopia,b70881b43c79ffd4d1edf9ab7f6d5dbf742a1d4ef85950c40dee60553167e935,Cryptopia,com.cryptopiaofficialexchange,0,  ,  ,  
Cryptopia,ec5f3d3678b10208e571f1470832520767181759afeee759f34df0055c5213de,Cryptopia,com.cryptopiaexchangeofficial,0,  ,  ,  
Cryptopia,bdcda7cafbb08eaa4b3270b5339873775f68293a91bfbd54a9060182fb89fd32,Cryptopia,com.cryptopiainc,0,  ,  ,  
Etoro,88bb7bd18f2e55273bfafac496e16fbda0d079cf422b47c418f4a0859266b7ed,OpenBook,openbook.app.trade,0,  ,  ,  
Etoro,b5feda95405de32a70147647dacaa533200be9230013cfcfcf228c19dbf3725d,eToro Official App,com.etoroofficial.verified,0,  ,  ,  
Etoro,a3f3059fd5a644bdf6af66a88a6cb773f01d54a3a06a61e16ad350abeae7a404,eToro Traders,com.conduit.app_01bab4b8cf1749039859fed040bf4bed.app,0,  ,  ,  
Kraken,5b6a593db426e19241ec8c7c4c63f2c0fbeb92da737592bf2692df42a15a345f,Kraken Exchange,it.bitrocket.krakenexchange,0,  ,  ,  
Kraken,5a4c88503b9efc563835ff213edf246b1a0f35f6c33a498663f864eb9093f217,Kraken Coin Wallet,com.fitbobcat.kraken,0,  ,  ,  
LocalBitcoins,4f8a364432cf1567ee3e388baa5cf9c211ba1ddecee81567626758558ce3fafc,Localbitcoins Plus,com.localbitcoins.pluslo.localbitcoins,13,trojan,falobit,  
LocalBitcoins,16f4d794c1cb266a5334e0f56932fd774da66ebdae640f3d6cd90008d2ea8bc3,Localbitcoins,com.localbitcoins.lbcandr.localbitcoins,0,  ,  ,  
LocalBitcoins,aaef5bca6597c40e07865fa5a8c7ea83ba7e6a554fd77fc94dd9083d4c979346,LocalBitcoins,com.localbitcoins.wallet,0,  ,  ,  
LocalBitcoins,780db26b6b1fe03ded101b9ce799fd09fda869053e89d4858935c47275a99d82,LocalBitcoins Desktop Edition,com.localbitcoinsdesktop.localbitcoinsdesktop,0,  ,  ,  
LocalBitcoins,a8278628b98554201b79d92c0797faad71051a675aa867e65e442f6bdbf0c95a,LocalBitcoins,com.rareartifact.localbitcoinsD8B84823,0,  ,  ,  
OKEx,b288492ab88e2a5f61799ad939cf8472dc26ea26f2589020f2fb714ced4df093,OKEx½»Ò×Æ½Ì¨,com.quxiu.android.dk,2,trojan,  ,  
OKEx,ca2925fd5f4df8a6fee5b6db8d177929964b007cf07d1b2e02538fa0f97208d1,OKEX,com.xingxing.licai,1,  ,  ,  
Paxful,feae91faeb9f5a5a3c151ffeff4170b576b69f289f0b6945324ea1a124416bc7,Paxful API,com.paxful.api.paxful,1,  ,  ,  
Paxful,abbeefd7ffcea5739e0f4af136671d7527c9993663e2f1b842bbab187ee1db9d,PAXFUL,com.googlle.com.app,25,spy,enmvp,  
Poloniex,efdd84bda6c3a69723be1bfa2533046158a00083bacafca270abde19f27fe33d,POLONIEX MOBILE APP,com.wPOLONIEXMOBILEAPP_4784735,9,malware,inmobi,  
Poloniex,d0a67cf8b5c70a0b2089e06e3ddf62b99f7da805567f72860f29edeef5c04cfb,Poloniex Exchange,com.poloniex.helloworld,6,trojan,artemis,  
Poloniex,cda8f229dbb2349003a3c908ee0342d0b8ed9302382bf6f6b25e3042c5e9d18c,Poloniex,com.wPoloniex,12,trojan,inmobi,  
Poloniex,bd41a69ba312bdb47776c2d95a3e207979eb133d2805a615b3ce4021d5a73bb0,Poloniex Web,com.poloniex.web,12,trojan,artemis,  
Xapo,502ad3f6b148571a0c0e781272c008d69a25b90dc6d3eb2fba0f76908560c628,Xapo Wallet,com.wXapoWallet,3,  ,addisplay,  
Yobit,68d174ff453122b76828460f26144d71124b426be9797c73b4dbfb347912bf47,YoBit Exchange,com.wYoBitExchange,2,  ,inmobi,  